Date,Open,High,Low,Close,Volume,MA_20,MA_50,BB_MID_20,BB_UPPER_20,BB_LOWER_20,Return,LogReturn,RollingVol_20
2022-01-03,335.3500061035156,338.0,329.7799987792969,334.75,28865100,,,,,,,,
2022-01-04,334.8299865722656,335.20001220703125,326.1199951171875,329.010009765625,32674300,,,,,,-0.017147095547050073,-0.01729580944920659,
2022-01-05,325.8599853515625,326.07000732421875,315.9800109863281,316.3800048828125,40054300,,,,,,-0.03838790464706432,-0.03914413691826291,
2022-01-06,313.1499938964844,318.70001220703125,311.489990234375,313.8800048828125,39646100,,,,,,-0.007901890010166723,-0.007933275388236734,
2022-01-07,314.1499938964844,316.5,310.0899963378906,314.0400085449219,32720000,,,,,,0.0005097606079402794,0.0005096307241394646,
2022-01-10,309.489990234375,314.7200012207031,304.69000244140625,314.2699890136719,44289500,,,,,,0.0007323285648079825,0.0007320605430898899,
2022-01-11,313.3800048828125,316.6099853515625,309.8900146484375,314.9800109863281,29386800,,,,,,0.0022592738647575494,0.0022567255430755114,
2022-01-12,319.6700134277344,323.4100036621094,317.0799865722656,318.2699890136719,34372200,,,,,,0.010445037502670562,0.010390864994515499,
2022-01-13,320.4700012207031,320.8800048828125,304.0,304.79998779296875,45366000,,,,,,-0.04232256161646608,-0.04324426085722078,
2022-01-14,304.25,310.82000732421875,303.75,310.20001220703125,39846400,,,,,,0.017716616241239436,0.017561506331394056,
2022-01-18,304.07000732421875,309.79998779296875,301.739990234375,302.6499938964844,42333200,,,,,,-0.024339194111662077,-0.024640287923784372,
2022-01-19,306.2900085449219,313.9100036621094,302.70001220703125,303.3299865722656,45933900,,,,,,0.0022467956038150216,0.0022442753328888224,
2022-01-20,309.07000732421875,311.6499938964844,301.1400146484375,301.6000061035156,35380700,,,,,,-0.005703295240603756,-0.005719621132752217,
2022-01-21,302.69000244140625,304.1099853515625,295.6099853515625,296.0299987792969,57984400,,,,,,-0.018468193672075084,-0.018640859954790194,
2022-01-24,292.20001220703125,297.1099853515625,276.04998779296875,296.3699951171875,85731500,,,,,,0.0011485198773524274,0.0011478608329668746,
2022-01-25,291.5199890136719,294.989990234375,285.1700134277344,288.489990234375,72848600,,,,,,-0.026588403052396292,-0.0269482677975745,
2022-01-26,307.989990234375,308.5,293.0299987792969,296.7099914550781,90428900,,,,,,0.028493193867922484,0.028094812556574842,
2022-01-27,302.6600036621094,307.29998779296875,297.92999267578125,299.8399963378906,53481300,,,,,,0.010549037689842722,0.010493784828413632,
2022-01-28,300.2300109863281,308.4800109863281,294.45001220703125,308.260009765625,49743700,,,,,,0.0280816886691988,0.02769462756189297,
2022-01-31,308.95001220703125,312.3800048828125,306.3699951171875,310.9800109863281,46444500,308.7419998168945,,308.7419998168945,331.4502476102557,286.03375202353334,0.008823723916609127,0.008785022359350124,
2022-02-01,310.4100036621094,310.6300048828125,305.1300048828125,308.760009765625,40950400,307.44250030517577,,307.44250030517577,326.57756996096737,288.3074306493842,-0.007138726420588881,-0.007164329047572494,0.3127535283769552
2022-02-02,309.6300048828125,315.1199951171875,308.8800048828125,313.4599914550781,36636000,306.6649993896484,,306.6649993896484,323.1968144134881,290.13318436580875,0.015222119253788025,0.0151074252557315,0.31567602797791194
2022-02-03,309.489990234375,311.2300109863281,299.9599914550781,301.25,43730000,305.9084991455078,,305.9084991455078,321.94578692766447,289.8712113633511,-0.03895231221821793,-0.039731248161049705,0.31658746504328134
2022-02-04,300.2099914550781,308.79998779296875,299.9700012207031,305.94000244140625,35096500,305.5114990234375,,305.5114990234375,321.1048731492839,289.91812489759116,0.015568472834543545,0.01544852747027107,0.322048682785483
2022-02-07,306.1700134277344,307.8399963378906,299.8999938964844,300.95001220703125,28533300,304.856999206543,,304.856999206543,320.0365043721676,289.67749404091836,-0.016310355607487725,-0.016444833719697932,0.326392273324958
2022-02-08,301.25,305.55999755859375,299.95001220703125,304.55999755859375,32421200,304.3714996337891,,304.3714996337891,318.8901060426607,289.85289322491747,0.011995298903922702,0.011923925502629084,0.3300901351676398
2022-02-09,309.8699951171875,311.92999267578125,307.3900146484375,311.2099914550781,31284700,304.18299865722656,,304.18299865722656,318.2112857355723,290.15471157888084,0.021834758175045543,0.02159979394889335,0.34005431056908264
2022-02-10,304.0400085449219,309.1199951171875,300.70001220703125,302.3800048828125,45386200,303.3884994506836,,303.3884994506836,315.75950878395383,291.01749011741333,-0.028373081889114693,-0.028783377306970594,0.35149662616807503
2022-02-11,303.19000244140625,304.2900085449219,294.2200012207031,295.0400085449219,39175600,302.90050048828124,,302.90050048828124,315.79595895408386,290.0050420224786,-0.02427407969893791,-0.024573551369851277,0.32831854744701805
2022-02-14,293.7699890136719,296.760009765625,291.3500061035156,295.0,36359500,302.1404998779297,,302.1404998779297,315.01621386760695,289.26478588825245,-0.0001356037952926492,-0.00013561299031856109,0.32051721383982873
2022-02-15,300.010009765625,300.79998779296875,297.0199890136719,300.4700012207031,27058300,302.0315002441406,,302.0315002441406,314.9259495945548,289.1370508937264,0.0185423770193327,0.01837256310373259,0.3174822118242913
2022-02-16,298.3699951171875,300.8699951171875,293.67999267578125,299.5,29982100,301.84000091552736,,301.84000091552736,314.76697313499693,288.9130286960578,-0.0032282797509314287,-0.0032335018880483464,0.31748134559756647
2022-02-17,296.3599853515625,296.79998779296875,290.0,290.7300109863281,32461600,301.29650115966797,,301.29650115966797,315.1470025007647,287.44599981857124,-0.02928210021259392,-0.029719378352169753,0.3335995162518523
2022-02-18,293.04998779296875,293.8599853515625,286.30999755859375,287.92999267578125,34264000,300.89150085449216,,300.89150085449216,315.8220053895015,285.96099631948283,-0.009630991658025057,-0.009677669603230691,0.3290975786437215
2022-02-22,285.0,291.5400085449219,284.5,287.7200012207031,41736100,300.459001159668,,300.459001159668,316.4074253067488,284.5105770125872,-0.0007293142792337282,-0.0007295803582707017,0.32897322066167584
2022-02-23,290.17999267578125,291.70001220703125,280.1000061035156,280.2699890136719,37811200,300.0480010986328,,300.0480010986328,317.6346807085273,282.46132148873835,-0.025893271845625065,-0.02623440418219126,0.3282492180564909
2022-02-24,272.510009765625,295.1600036621094,271.5199890136719,294.5899963378906,56989700,299.94200134277344,,299.94200134277344,317.6386050145643,282.2453976709826,0.05109361646109112,0.0498311616302625,0.3615702965593827
2022-02-25,295.1400146484375,297.6300048828125,291.6499938964844,297.30999755859375,32546700,299.8155014038086,,299.8155014038086,317.5513019891299,282.07970081848725,0.009233175785043679,0.009190810594670532,0.36108085119284583
2022-02-28,294.30999755859375,299.1400146484375,293.0,298.7900085449219,34627500,299.3420013427734,,299.3420013427734,316.62851159535984,282.055491090187,0.004978006116449052,0.004965656810326033,0.34631725880470726
2022-03-01,296.3999938964844,299.9700012207031,292.1499938964844,294.95001220703125,31217800,298.5405014038086,,298.5405014038086,315.0227699079185,282.05823289969874,-0.012851823113466998,-0.012935122259035436,0.3462938971180999
2022-03-02,295.3599853515625,301.4700012207031,293.70001220703125,300.19000244140625,31873000,298.1120010375977,,298.1120010375977,313.906869176108,282.31713289908737,0.01776568915920884,0.017609723815622452,0.3531056005855497
2022-03-03,302.8900146484375,303.1300048828125,294.04998779296875,295.9200134277344,27314500,297.2350021362305,,297.2350021362305,311.29413508136906,283.1758691910919,-0.014224287880824193,-0.014326422751058797,0.3502931061687787
2022-03-04,294.2900085449219,295.6600036621094,287.1700134277344,289.8599853515625,32356500,296.6655014038086,,296.6655014038086,310.9606263298776,282.3703764777396,-0.02047860165311788,-0.02069119564231005,0.3296368231022109
2022-03-07,288.5299987792969,289.69000244140625,278.5299987792969,278.9100036621094,43157200,295.3140014648437,,295.3140014648437,310.9639594130317,279.66404351665574,-0.03777679653220234,-0.03850883499216704,0.3470942804689943
2022-03-08,277.79998779296875,283.9599914550781,270.0,275.8500061035156,48159500,294.05900115966796,,294.05900115966796,311.70438287825857,276.41361944107734,-0.010971272160968604,-0.011031900421300029,0.34517598931486987
2022-03-09,283.44000244140625,289.6000061035156,280.7799987792969,288.5,35204500,293.2560012817383,,293.2560012817383,310.3421175194387,276.16988504403787,0.045858233157831885,0.044837824103502524,0.38341708485557213
2022-03-10,283.0199890136719,286.6000061035156,280.5799865722656,285.5899963378906,30628000,291.9750015258789,,291.9750015258789,307.12544469871585,276.82455835304194,-0.010086667806271654,-0.010137882924292648,0.3731427456382055
2022-03-11,287.9599914550781,289.510009765625,279.42999267578125,280.07000732421875,27209300,290.85950164794923,,290.85950164794923,306.06942674630807,275.6495765495904,-0.019328369636382514,-0.019517604948018723,0.3664675800718982
2022-03-14,280.3399963378906,285.3999938964844,275.82000732421875,276.44000244140625,30660700,289.92950134277345,,289.92950134277345,306.2939104784771,273.5650922070698,-0.012961062548230262,-0.0130457900210539,0.3600422592140803
2022-03-15,280.3500061035156,287.82000732421875,278.7300109863281,287.1499938964844,34245100,289.53700103759763,300.0826007080078,289.53700103759763,305.765342298835,273.3086597763603,0.03874255303317842,0.03801089800002057,0.38874507244947454
2022-03-16,289.1099853515625,294.57000732421875,283.20001220703125,294.3900146484375,37826300,289.2330017089844,299.27540100097656,289.2330017089844,304.81388386562185,273.6521195523469,0.0252133759562716,0.024900762590312337,0.3937953712984809
