Date,Open,High,Low,Close,Volume,MA_20,MA_50,BB_MID_20,BB_UPPER_20,BB_LOWER_20,Return,LogReturn,RollingVol_20
2022-01-03,177.8300018310547,182.8800048828125,177.7100067138672,182.00999450683594,104487900,,,,,,,,
2022-01-04,182.6300048828125,182.94000244140625,179.1199951171875,179.6999969482422,99310400,,,,,,-0.012691597320536152,-0.012772823634754954,
2022-01-05,179.61000061035156,180.1699981689453,174.63999938964844,174.9199981689453,94537600,,,,,,-0.02659988236212174,-0.02696006073023417,
2022-01-06,172.6999969482422,175.3000030517578,171.63999938964844,172.0,96904000,,,,,,-0.016693335236175,-0.016834239263311807,
2022-01-07,172.88999938964844,174.13999938964844,171.02999877929688,172.1699981689453,86709100,,,,,,0.0009883614473564784,0.0009878733397725046,
2022-01-10,169.0800018310547,172.5,168.1699981689453,172.19000244140625,106765600,,,,,,0.00011618907285648739,0.00011618232342896318,
2022-01-11,172.32000732421875,175.17999267578125,170.82000732421875,175.0800018310547,76138300,,,,,,0.016783781570778755,0.016644490304428706,
2022-01-12,176.1199951171875,177.17999267578125,174.82000732421875,175.52999877929688,74805200,,,,,,0.0025702361408266317,0.002566938732786523,
2022-01-13,175.77999877929688,176.6199951171875,171.7899932861328,172.19000244140625,84505800,,,,,,-0.019028065636177538,-0.019211429037215406,
2022-01-14,171.33999633789062,173.77999877929688,171.08999633789062,173.07000732421875,80440800,,,,,,0.005110661887074208,0.005097646779653606,
2022-01-18,171.50999450683594,172.5399932861328,169.41000366210938,169.8000030517578,90956700,,,,,,-0.018894112983626976,-0.01907488740640033,
2022-01-19,170.0,171.0800018310547,165.94000244140625,166.22999572753906,94815000,,,,,,-0.021024777738847034,-0.02124894600464516,
2022-01-20,166.97999572753906,169.67999267578125,164.17999267578125,164.50999450683594,91420500,,,,,,-0.010347117036099251,-0.010401020604998803,
2022-01-21,164.4199981689453,166.3300018310547,162.3000030517578,162.41000366210938,122848900,,,,,,-0.01276512622240289,-0.012847300505206391,
2022-01-24,160.02000427246094,162.3000030517578,154.6999969482422,161.6199951171875,162294600,,,,,,-0.00486428500159064,-0.00487615414144106,
2022-01-25,158.97999572753906,162.75999450683594,157.02000427246094,159.77999877929688,115798400,,,,,,-0.011384707297859231,-0.01145000917961982,
2022-01-26,163.5,164.38999938964844,157.82000732421875,159.69000244140625,108275300,,,,,,-0.0005632515870458432,-0.0005634102728104683,
2022-01-27,162.4499969482422,163.83999633789062,158.27999877929688,159.22000122070312,121954600,,,,,,-0.0029432100539642514,-0.002947549813983801,
2022-01-28,165.7100067138672,170.35000610351562,162.8000030517578,170.3300018310547,179935700,,,,,,0.06977766942076213,0.06745084129532589,
2022-01-31,170.16000366210938,175.0,169.50999450683594,174.77999877929688,115541600,169.86149978637695,,169.86149978637695,183.3826470714401,156.34035250131382,0.026125737688043937,0.02579029059264355,
2022-02-01,174.00999450683594,174.83999633789062,172.30999755859375,174.61000061035156,86213900,169.49150009155272,,169.49150009155272,181.97834457233688,157.00465561076857,-0.0009726408635577499,-0.0009731141856222916,0.33048997367267524
2022-02-02,174.75,175.8800048828125,173.3300018310547,175.83999633789062,84914300,169.29850006103516,,169.29850006103516,181.2278633955777,157.3691367264926,0.007044245594408194,0.0070195507993890734,0.3294588589151947
2022-02-03,174.47999572753906,176.24000549316406,172.1199951171875,172.89999389648438,89418100,169.1974998474121,,169.1974998474121,180.95949588686287,157.43550380796134,-0.016719759455390393,-0.016861112440536424,0.32077527059119715
2022-02-04,171.67999267578125,174.10000610351562,170.67999267578125,172.38999938964844,82465400,169.21699981689454,,169.21699981689454,180.99983351858455,157.43416611520453,-0.0029496502304173777,-0.002954009022042268,0.31518234771419207
2022-02-07,172.86000061035156,173.9499969482422,170.9499969482422,171.66000366210938,77251200,169.19150009155274,,169.19150009155274,180.9496070059435,157.43339317716197,-0.004234559603942367,-0.004243550742781456,0.31553664420521793
